1.793800000e+002	7.880000000e+001	0.000000000e+000	1.539800000e+002	1.793800000e+002
1.844600000e+002	7.880000000e+001	0.000000000e+000	1.717600000e+002	1.895400000e+002
1.666800000e+002	6.132000000e+001	0.000000000e+000	1.565200000e+002	1.717600000e+002
1.692200000e+002	6.132000000e+001	0.000000000e+000	1.590600000e+002	1.666800000e+002
1.793800000e+002	6.960000000e+001	0.000000000e+000	1.743000000e+002	1.743000000e+002
1.743000000e+002	6.960000000e+001	0.000000000e+000	1.590600000e+002	1.819200000e+002
1.793800000e+002	7.880000000e+001	0.000000000e+000	1.692200000e+002	1.743000000e+002
1.895400000e+002	8.340000000e+001	0.000000000e+000	1.743000000e+002	1.870000000e+002
1.743000000e+002	7.144000000e+001	0.000000000e+000	1.565200000e+002	1.717600000e+002
1.844600000e+002	7.650000000e+001	0.000000000e+000	1.641400000e+002	1.793800000e+002
1.743000000e+002	8.110000000e+001	0.000000000e+000	1.641400000e+002	1.717600000e+002
1.717600000e+002	6.500000000e+001	0.000000000e+000	1.489000000e+002	1.768400000e+002
1.895400000e+002	8.340000000e+001	0.000000000e+000	1.819200000e+002	1.743000000e+002
1.743000000e+002	7.420000000e+001	0.000000000e+000	1.666800000e+002	1.768400000e+002
1.870000000e+002	8.800000000e+001	0.000000000e+000	1.717600000e+002	1.870000000e+002
1.641400000e+002	5.488000000e+001	0.000000000e+000	1.539800000e+002	1.717600000e+002
1.692200000e+002	7.420000000e+001	0.000000000e+000	1.539800000e+002	1.793800000e+002
1.743000000e+002	8.340000000e+001	0.000000000e+000	1.616000000e+002	1.895400000e+002
1.666800000e+002	5.810000000e+001	0.000000000e+000	1.514400000e+002	1.616000000e+002
1.692200000e+002	7.052000000e+001	0.000000000e+000	1.616000000e+002	1.641400000e+002
1.844600000e+002	7.880000000e+001	0.000000000e+000	1.666800000e+002	1.819200000e+002
1.844600000e+002	7.650000000e+001	0.000000000e+000	1.616000000e+002	1.692200000e+002
1.489000000e+002	3.970000000e+001	1.000000000e+000	1.514400000e+002	1.565200000e+002
1.692200000e+002	5.120000000e+001	1.000000000e+000	1.641400000e+002	1.895400000e+002
1.641400000e+002	5.488000000e+001	1.000000000e+000	1.590600000e+002	1.743000000e+002
1.590600000e+002	4.338000000e+001	1.000000000e+000	1.539800000e+002	1.692200000e+002
1.539800000e+002	4.200000000e+001	1.000000000e+000	1.489000000e+002	1.641400000e+002
1.514400000e+002	4.890000000e+001	1.000000000e+000	1.539800000e+002	1.565200000e+002
1.539800000e+002	3.648000000e+001	1.000000000e+000	1.539800000e+002	1.793800000e+002
1.641400000e+002	4.890000000e+001	1.000000000e+000	1.565200000e+002	1.768400000e+002
1.489000000e+002	3.740000000e+001	1.000000000e+000	1.590600000e+002	1.666800000e+002
