2.208791209e+003	1.000000000e+001	4.400000000e+001	0.000000000e+000
2.357142857e+003	1.200000000e+001	5.000000000e+000	0.000000000e+000
2.406593407e+003	8.000000000e+000	6.200000000e+000	0.000000000e+000
2.406593407e+003	1.100000000e+001	0.000000000e+000	0.000000000e+000
2.406593407e+003	1.300000000e+001	0.000000000e+000	0.000000000e+000
2.406593407e+003	1.200000000e+001	4.500000000e+000	0.000000000e+000
2.439560440e+003	1.400000000e+001	7.500000000e+001	0.000000000e+000
2.472527473e+003	8.000000000e+000	5.200000000e+001	0.000000000e+000
2.538461538e+003	1.300000000e+001	5.200000000e+001	0.000000000e+000
2.637362637e+003	8.000000000e+000	7.000000000e+001	0.000000000e+000
2.637362637e+003	1.300000000e+001	6.000000000e+000	0.000000000e+000
2.637362637e+003	1.300000000e+001	1.100000000e+001	0.000000000e+000
2.637362637e+003	1.300000000e+001	6.300000000e+001	0.000000000e+000
2.637362637e+003	1.200000000e+001	1.440000000e+002	0.000000000e+000
2.637362637e+003	1.200000000e+001	1.630000000e+002	0.000000000e+000
2.637362637e+003	1.200000000e+001	2.280000000e+002	0.000000000e+000
2.637362637e+003	1.300000000e+001	3.810000000e+002	0.000000000e+000
2.637362637e+003	1.600000000e+001	2.140000000e+002	0.000000000e+000
2.736263736e+003	8.000000000e+000	3.180000000e+002	0.000000000e+000
2.802197802e+003	8.000000000e+000	9.600000000e+001	0.000000000e+000
2.802197802e+003	1.200000000e+001	5.900000000e+001	0.000000000e+000
2.802197802e+003	1.500000000e+001	1.150000000e+002	0.000000000e+000
2.802197802e+003	1.500000000e+001	1.650000000e+002	0.000000000e+000
2.802197802e+003	1.600000000e+001	1.230000000e+002	0.000000000e+000
2.835164835e+003	1.300000000e+001	1.800000000e+001	0.000000000e+000
2.868131868e+003	8.000000000e+000	1.020000000e+002	0.000000000e+000
2.868131868e+003	1.200000000e+001	1.270000000e+002	0.000000000e+000
2.901098901e+003	8.000000000e+000	9.000000000e+001	0.000000000e+000
2.901098901e+003	8.000000000e+000	1.900000000e+002	0.000000000e+000
2.901098901e+003	1.200000000e+001	1.070000000e+002	0.000000000e+000
2.967032967e+003	8.000000000e+000	1.730000000e+002	0.000000000e+000
2.967032967e+003	8.000000000e+000	2.280000000e+002	0.000000000e+000
2.967032967e+003	1.300000000e+001	2.600000000e+001	0.000000000e+000
2.967032967e+003	1.200000000e+001	3.600000000e+001	0.000000000e+000
2.967032967e+003	1.200000000e+001	8.200000000e+001	0.000000000e+000
2.967032967e+003	1.200000000e+001	1.690000000e+002	0.000000000e+000
2.967032967e+003	1.200000000e+001	2.440000000e+002	0.000000000e+000
2.967032967e+003	1.400000000e+001	2.400000000e+001	0.000000000e+000
2.967032967e+003	1.400000000e+001	4.900000000e+001	0.000000000e+000
2.967032967e+003	1.400000000e+001	5.100000000e+001	0.000000000e+000
3.032967033e+003	1.200000000e+001	9.700000000e+001	0.000000000e+000
3.032967033e+003	1.200000000e+001	1.960000000e+002	0.000000000e+000
3.065934066e+003	1.300000000e+001	1.325000000e+002	0.000000000e+000
3.098901099e+003	1.200000000e+001	5.500000000e+001	0.000000000e+000
3.131868132e+003	1.200000000e+001	9.000000000e+001	0.000000000e+000
3.131868132e+003	1.200000000e+001	1.165000000e+002	0.000000000e+000
3.131868132e+003	1.500000000e+001	5.100000000e+001	0.000000000e+000
3.131868132e+003	1.500000000e+001	6.100000000e+001	0.000000000e+000
3.131868132e+003	1.400000000e+001	2.410000000e+002	0.000000000e+000
3.296703297e+003	1.200000000e+001	1.210000000e+002	0.000000000e+000
3.296703297e+003	1.400000000e+001	7.850000000e+001	0.000000000e+000
3.362637363e+003	1.200000000e+001	2.085000000e+002	0.000000000e+000
3.461538462e+003	1.200000000e+001	8.650000000e+001	0.000000000e+000
2.538461538e+003	1.200000000e+001	1.150000000e+001	1.000000000e+000
2.769230769e+003	1.500000000e+001	1.400000000e+001	1.000000000e+000
2.802197802e+003	1.300000000e+001	1.800000000e+002	1.000000000e+000
2.802197802e+003	1.200000000e+001	3.150000000e+002	1.000000000e+000
2.868131868e+003	1.200000000e+001	2.900000000e+001	1.000000000e+000
2.967032967e+003	1.200000000e+001	7.000000000e+000	1.000000000e+000
2.967032967e+003	1.200000000e+001	1.130000000e+002	1.000000000e+000
2.967032967e+003	1.500000000e+001	1.750000000e+001	1.000000000e+000
2.967032967e+003	1.500000000e+001	3.590000000e+002	1.000000000e+000
3.131868132e+003	1.500000000e+001	3.600000000e+001	1.000000000e+000
3.296703297e+003	8.000000000e+000	3.200000000e+002	1.000000000e+000
3.296703297e+003	1.300000000e+001	2.400000000e+001	1.000000000e+000
